X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Z1,Z2,Z3,Z4,Z5,Y1
0.4967141530112327,-0.138264301,0.6476885381006925,1.5230298564080254,-0.234153375,-0.234136957,1.5792128155073915,C,B,B,-0.67849473,-0.305499463,-0.597381061,0.11041804694611956,1.1971785314619128,1
-0.463417693,-0.465729754,0.24196227156603412,-1.913280245,-1.724917833,-0.562287529,-1.01283112,C,C,B,-0.771042157,1.000820497768414,-0.781672072,-0.847627212,0.8185946183432132,0
1.465648768921554,-0.2257763,0.067528205,-1.424748186,-0.544382725,0.11092258970986608,-1.150993577,A,C,B,0.9219363780076167,0.8514099367626543,-1.315797408,-0.465950978,0.8229885920033214,0
-0.601706612,1.8522781845089378,-0.013497225,-1.057710929,0.822544912,-1.22084365,0.2088635950047554,B,A,B,0.041541841,-1.073692846,0.4583179391254417,-0.714807259,1.794524848392212,1
0.7384665799954104,0.1713682811899705,-0.115648282,-0.301103696,-1.47852199,-0.719844208,-0.460638771,C,C,A,1.5448414624182585,0.6040974263555673,1.3610067047697736,0.06479135,0.7654374943750158,0
0.324083969,-0.38508228,-0.676922,0.6116762888408679,1.030999522495951,0.9312801191161986,-0.839217523,C,A,B,1.477720295302075,0.2454986817943127,-0.255187172,-1.704621958,-0.083133526,1
-0.479174238,-0.185658977,-1.106334974,-1.196206624,0.812525822,1.356240028570823,-0.072010122,A,A,A,0.8234231845623113,0.9456334275676297,0.5043650657184098,-0.541299095,-1.976821569,0
0.36139560550841393,1.5380365664659692,-0.035826039,1.5646436558140062,-2.619745104,0.8219025043752238,0.087047068,A,B,A,-0.495215098,-0.304344871,-0.312928967,0.6185563569779244,1.9856764110148397,0
-0.219671888,0.3571125715117464,1.477894044741516,-0.518270218,-0.808493603,-0.501757044,0.9154021177020741,B,A,A,0.12352920184109302,-0.216731789,-0.259221813,0.1243847669077142,-0.82829376,1
0.097077549,0.9686449905328892,-0.702053094,-0.327662147,-0.392108153,-1.463514948,0.29612027706457605,B,B,C,0.12019855874605508,0.4508123363317998,0.20968606357448813,0.4575419340047812,0.4337476093485353,0
-1.415370742,-0.420645323,-0.342714517,-0.802277269,-0.161285712,0.4040508568145384,1.8861859012105302,C,A,C,-1.771896682,0.6368701583954032,-0.671014846,-1.095839163,-1.104451828,0
-1.918771215,-0.026513875,0.06023021,2.463242112485286,-0.192360965,0.30154734233361247,-0.03471177,B,B,B,0.4335416104725293,-0.222574927,-1.681968784,0.47803781519228344,-1.439608131,1
0.7910319470430469,-0.909387455,1.4027943109360992,-1.401851063,0.5868570938002703,2.1904556258099785,-0.990536325,C,C,A,0.13982135851821087,0.23849892567305414,0.8855770816950449,1.7816847864668515,-1.364676326,0
-1.550663431,0.068562975,-1.062303714,0.4735924306351816,-0.919424234,1.5499344050175394,-0.783253292,C,A,C,-0.052473856,-0.276335295,0.43374968596096225,0.21566877093361858,-0.352546243,0
0.22745993460412942,1.307142754282428,-1.607483235,0.1846338585323042,0.25988279424842353,0.7818228717773104,-1.236950711,A,B,B,-0.440902189,-1.116450855,0.9878615824065092,0.45920418159952925,0.9177681977951373,0
0.25049285034587654,0.3464482094969757,-0.680024722,0.23225369716100355,0.29307247329868125,-0.714351418,1.8657745111447566,C,A,C,-0.310396136,-0.656835469,-1.078315067,0.3589175837406595,-1.039793225,0
-0.97468167,0.787084604,1.158595579007404,-0.820682318,0.9633761292443218,0.4127809269364983,0.82206016,A,B,A,1.8486630689665502,-1.307642581,0.2736601192125019,1.5668547072137862,0.599089759,1
-0.88951443,-0.815810285,-0.077101709,0.3411519748166439,0.27669079933001905,0.8271832490360238,0.013001892,C,B,B,0.17567371249177932,-0.968483647,-1.381769189,0.7700501089175859,1.5061472407749465,1
0.6256673477650062,-0.857157556,-1.070892498,0.4824724152431853,-0.223462785,0.714000494,0.47323762457354485,C,A,A,-0.43884999,-1.139061508,-2.458169431,-0.980764844,-0.113656842,1
-0.446514952,0.8563987943234723,0.21409374413020396,-1.245738779,0.173180926,0.3853173797288368,-0.883857436,C,A,A,1.5991232408367342,0.6731336922329685,0.305085405,-0.400119661,-0.583165717,0
0.3577873603482833,0.5607845263682344,1.083051243175277,1.053802052034903,-1.377669368,-0.93782504,0.5150352672086598,B,C,C,1.4056475975079636,0.20073854075838948,-2.102600692,-0.673539648,-0.858216032,1
0.570890511,1.135565640180599,0.9540017634932023,0.651391251,-0.315269245,0.7589692204932674,-0.772825215,B,C,B,-0.546264009,0.5629106602850852,-0.107444882,-0.076865407,1.3134731613252366,0
2.3146585666735087,-1.867265193,0.6862601903745135,-1.612715871,-0.471931866,1.088950596967366,0.064280019,A,C,B,-0.69646109,1.8641995258873496,-0.671307591,0.089198197,-0.281203595,1
-0.730366632,0.21645858958197486,0.045571839903813784,-0.651600348,2.1439440893253257,0.6339190223180112,-2.025142587,C,A,B,0.12341913350096105,0.44459199507312896,0.43383524008887653,-0.753117331,-1.122914677,1
-0.792520738,-0.114736441,0.5049872789804571,0.8657551941701215,-1.200296407,-0.334501236,-0.474945311,A,C,C,2.5031717909057107,-0.48398434,0.6992124386719866,-1.607641311,-0.27961272,1
-1.260883954,0.9178619470547761,2.1221561970126332,1.0324652605511468,-1.519369966,-0.484234073,1.2669111491866227,A,B,B,-0.127199384,0.4728150699278325,-2.722454141,0.16614061307833064,-1.149741455,0
